sentence,label,clean_text,sentiment
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",1,telecom foreign investment limit appears mobile va mean tecnomen pick much,Neutral
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,1,teleste bk optiflex amplifier product used ongoing capacity upgrade kdg network bi directionality,Neutral
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,1,teleste office worldwide listed nordic exchange helsinki,Neutral
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,1,teleste set divided broadband cable network video network business area,Neutral
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",1,passenger ferry dimension length overall length perpendicular breadth design draught,Neutral
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses .",1,acquisition frozen food fish sector long synergy l nnen tehtaat business,Neutral
The acquisition price was not disclosed .,1,acquisition price disclosed,Neutral
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,1,aforementioned shareholder informed propose annual general meeting number member board director shall five besides present member board director also mr lassi noponen shall elected board director,Neutral
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",1,aim ceo q session give clarity information made public already earlier,Neutral
The Board of Directors was authorized to decide on other terms of the share issue .,1,board director authorized decide term share issue,Neutral
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,1,bridge km long located anasmotet road e new traffic junction marieholm road e,Neutral
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",1,building condominium built stage,Neutral
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",1,business area operation finland sweden denmark estonia latvia lithuania,Neutral
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",1,buyer real estate owner propertos oy company agreed disclose financial detail deal,Neutral
The capital structure of Solidium may be complemented by other financial instruments in the future .,1,capital structure solidium may complemented financial instrument future,Neutral
The category was marked by maturity and the recession .,1,category marked maturity recession,Neutral
The chain is to unite 45-50 centres by the end of 2008 .,1,chain unite centre end,Neutral
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,1,company employee annual turnover eur vaahto group listed nordic exchange helsinki,Neutral
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",1,company also seeking possibility relocate luumaki personnel people upm mill,Neutral
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",1,company offer payroll service including payroll processing payroll tax administration employee pay service including direct deposit check signing readychex,Neutral
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1,company operates business two reportable segment including banking investment service non life insurance,Neutral
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,1,company board director proposed dividend eur per share,Neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,1,company board director propose dividend eur annual general meeting,Neutral
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1,company plant russia continue make tyre near market plant nokia finland manufacture tyre market,Neutral
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,1,company share listed mid cap segment nasdaq omx helsinki,Neutral
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,1,company share quoted nasdaq omx helsinki rautaruukki oyj rtrks,Neutral
"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",1,company u subsidiary vaisala inc acquires aviation system maintenance inc asmi kansa u based airport service company million usd net sale,Neutral
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,2,company said started investigate streamlining operation order meet tightening competition mobile phone charger market,Positive
The company then said it will focus its resources on clinical research .,1,company said focus resource clinical research,Neutral
The Company turnover amounted to MEUR 27.9 in 2007 .,1,company turnover amounted meur,Neutral
The company website is www.ahlstrom.com .,1,company website www ahlstrom com,Neutral
The company will be part of Teleste 's Video and Broadband Solutions business area .,1,company part teleste video broadband solution business area,Neutral
"The company will publish its financial statement for 2008 on February 25 , 2009 .",1,company publish financial statement february,Neutral
The company will release its 2010 results on 11 February 2011 .,1,company release result february,Neutral
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",1,company use money product development research activity key market finland germany italy france,Neutral
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,1,continued operation mean structure restructuring aspocomp group including aspocomp oulu headquarter operation,Neutral
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",1,contract cover turnkey delivery five airport operated authority john f kennedy laguardia newark teterboro stewart international,Neutral
The contract includes heating plant equipment and associated installation work .,1,contract includes heating plant equipment associated installation work,Neutral
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,1,contract involves refurbishing bathroom unit well plumbing water sewer pipe,Neutral
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1,contract comprise turnkey order roro system two roro cruise vessel construction viking line tallink,Neutral
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",1,cost deal could range million million euro depending financial result two company statement say,Neutral
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,1,crane would installed onboard two freighter ordered singaporean ship owner masterbulk,Neutral
The customers will have an access to integrated propeller and gear packages from one source .,1,customer access integrated propeller gear package one source,Neutral
The deal is subject to approval by the Norwegian competition authorities .,1,deal subject approval norwegian competition authority,Neutral
The deal means that ten persons in three countries will transfer to Tieto .,1,deal mean ten person three country transfer tieto,Neutral
The deal will have no significant effect on the acquiring company 's equity ratio .,1,deal significant effect acquiring company equity ratio,Neutral
The deliveries are scheduled for the summer and autumn of 2008 .,1,delivery scheduled summer autumn,Neutral
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",1,development technological park specialize telecommunication information technology part state program formation technoparks hi tech sector russia,Neutral
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",1,e commerce site flagship managed marimekko north america retail llc subsidiary established u last year,Neutral
"The final price will be specified by 14 May 2010 , the acquiring company said .",1,final price specified may acquiring company said,Neutral
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",1,finland based company say move existing square foot facility september,Neutral
"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",1,finnish business delegation includes representative company include nokia corp finnfund outokumpu oyj oko bank alteams oy cargotec corp,Neutral
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",1,finnish company building mt year biodiesel plant singapore,Neutral
"The firm 's UK head office is in Rugby Road , Lutterworth .",1,firm uk head office rugby road lutterworth,Neutral
The first group of customers to be trained will be paint-shop owners and their assistants .,1,first group customer trained paint shop owner assistant,Neutral
The first stage of the contract covers 133 stores and 600 cash registers .,1,first stage contract cover store cash register,Neutral
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",1,fish content nugget fish come canada finland,Neutral
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,1,following information released comptel tomorrow chairman federal communication commission scheduled deliver national broadband plan congress,Neutral
The front surfaces of these valve plates are directed towards each other .,1,front surface valve plate directed towards,Neutral
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,1,ground barleycorn fully produced finland available store beginning,Neutral
The implementation of the deal is subject to the approval by the Finnish Competition Authority .,1,implementation deal subject approval finnish competition authority,Neutral
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",1,inaugural speech given hannu kyrolainen finland ambassador czech republic,Neutral
The increase range will vary up to 10 % .,1,increase range vary,Neutral
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1,initial estimated total value eur final award value eur,Neutral
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",1,internal revenue service see percent taxpayer wait last two week file million return filed april,Neutral
"The latest date for registration is on 4 April , 2006 .",1,latest date registration april,Neutral
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,0,lay offs affect people total okmetic employee finland,Negative
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,1,line run fully underground comprise station executed two implementation stage,Neutral
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,0,majority company personnel finland temporarily laid one six week period february june period,Negative
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",1,mall financed parity basis pearl plaza llc joint venture company established chinese investor shanghai industrial investment holding co ltd srv group,Neutral
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",1,maximum amount capital loan eur minimum subscription eur,Neutral
The maximum number of new shares to be offered is 22 million .,1,maximum number new share offered million,Neutral
The measures taken will cause one-time costs during the final part of 2006 .,1,measure taken cause one time cost final part,Neutral
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",1,mill capacity produce tonne pulp per year,Neutral
"The money will be spread mainly over 2011 and 2012 , the company said .",1,money spread mainly company said,Neutral
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",1,natural source isoprene tree specie hevea brasiliensis also known rubber tree,Neutral
The new activity will incur an investment of about 5 MEUR .,1,new activity incur investment meur,Neutral
"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",1,new company likely hold ipo nyse another international stock exchange according altimo manages alfa group telecommunication asset teliasonera agreement published website u security exchange commission,Neutral
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",1,new majority owner aspocomp thailand co ltd certain private person belonging immediate circle aspocomp present joint venture partner saha pathana inter holding plc,Neutral
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,1,new organization consists two business unit charging messaging finance administration,Neutral
The new SEPA cads will replace Finnish bank cards .,1,new sepa cad replace finnish bank card,Neutral
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",1,order comprises production line plywood mill company said statement received lesprom network,Neutral
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",1,order comprises four ball mill organized two different stream treating ore pilanesberg platinum mine,Neutral
"The order includes a new Crecent former , headbox , and reel .",1,order includes new crecent former headbox reel,Neutral
The output of the contracts totals 72 MWe .,1,output contract total mwe,Neutral
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",1,party agreed disclose price deal group said press release,Neutral
The parties have agreed not to disclose the transaction value .,1,party agreed disclose transaction value,Neutral
"The payment date is March 25 , 2010 .",1,payment date march,Neutral
The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,1,plan result introduction new highly specialized manufacturing method also entail change personnel facility,Neutral
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",1,platform based built intel second generation mid platform called moorestown,Neutral
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",1,price kroon par value bond kroon primary issue,Neutral
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,1,proposal board director issuance option right otherwise correspond proposal board director notice general meeting,Neutral
The purchase sum is about EUR 10mn US$ 12.97 mn .,1,purchase sum eur mn u mn,Neutral
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",1,recruitment related relocation stora enso research operation karlstad central sweden,Neutral
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,1,remote radio head module available w power ghz ghz tdd frequency band,Neutral
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",1,report examines medical equipment business structure operation history product provides analysis key medical equipment revenue line,Neutral
The restructuring measures will not affect the production of packaging printing material .,1,restructuring measure affect production packaging printing material,Neutral
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",1,sale comprising margarine business finland poland follows approval polish competition authority earlier october,Neutral
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",1,sale savcor face cencorp result profit loss yet determined owing factor including valuation consideration share received prevailing exchange rate,Neutral
"The sale will be finalized in September or October , the company said .",1,sale finalized september october company said,Neutral
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",1,share capital alma medium corporation business id eur divided share,Neutral
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",1,share subscribed stock option registered trade register january date new share establish shareholder right,Neutral
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",1,ship crane manufactured macgregor partner plant china delivered vessel ordered chinese cosco german peter dohle hong kong based cido shipping,Neutral
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,1,ship unloader totally enclosed along entire conveying line storage facility,Neutral
The site will cover over six hectares .,1,site cover six hectare,Neutral
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",1,study designed enable formal statistical evaluation therapeutic activity company said,Neutral
The transaction will take place without payment of merger consideration .,1,transaction take place without payment merger consideration,Neutral
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,1,unit planned operational second half full stream,Neutral
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",1,wireless industry bracing iphone launch june,Neutral
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,1,offering also cover localisation service related production transfer finnish company customer already production asian market made decision transfer production,Neutral
"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",1,currently ten shop selling tikkurila paint kazakhstan shop opened continuously,Neutral
"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",1,initial public offering announced sweden year compared two period year earlier bloomberg data show,Neutral
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,1,report oriola kd chief executive officer eero hautaniemi,Neutral
This is the company 's first contract abroad .,1,company first contract abroad,Neutral
This release is not an offer of securities for sale into the United States or elsewhere .,1,release offer security sale united state elsewhere,Neutral
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,1,solution extension existing online mediation solution delivered earlier comptel ibm,Neutral
"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",1,partnership finnish paulig danish subsidiary oscar puljonki acquired sale organization european market,Neutral
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",1,tieto latvia represented service company tietoenator alise tietoenator operation industry financial service card retail logistics outsourcing managed service,Neutral
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",1,together latvia cramo operate rental outlet baltic state,Neutral
Two other sites will be included later on .,1,two site included later,Neutral
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",1,preliminary estimation technology park measure square meter,Neutral
"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",1,change envisaged hk ruokatalo would reduce number industrial place business finland eight six,Neutral
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,1,upon completion sale proha would get usd stake artemis,Neutral
W+ñrtsil+ñ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,1,w rtsil aim serve rapidly growing number vessel increasing marine activity barents sea region,Neutral
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,1,valga lihatoostus market product mak moorits trademark,Neutral
"We know that it exists , '' Artemyev said .",1,know exists artemyev said,Neutral
We offer our customers solutions based on renewable raw materials .,1,offer customer solution based renewable raw material,Neutral
"When dialing in , the participants should quote 877417 as conference ID .",1,dialing participant quote conference id,Neutral
Work on the assignment has already started and is due for completion in spring 2011 .,1,work assignment already started due completion spring,Neutral
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",1,yesterday legrand issued e million fixed rate deal maturing,Neutral
Yvonne Jones is owner of Chameleon Interiors .,1,yvonne jones owner chameleon interior,Neutral
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,1,zao yit moskovia build housing moscow surrounding city,Neutral
"BAWAG - Is to issue a benchmark , covered deal .",1,bawag issue benchmark covered deal,Neutral
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",1,jvc stop producing dvd player brazil jvc brazil subsidiary japan jvc group announced stop production dvd player brazil,Neutral
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",1,swedbank hypotek issue benchmark fixed rate covered deal euro maturing january,Neutral
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",1,argentine agricultural export company calafate tapped compatriot firm finnegans software solution latter company said statement,Neutral
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",1,finnish printed circuit board pcbs maker aspocomp group oyj said december named henry gilchrist senior vice president group asian operation january,Neutral
` Nordic infrastructure construction is one of our strategic growth areas .,1,nordic infrastructure construction one strategic growth area,Neutral
` Pulp and paper industries are growing in countries like China and Russia .,1,pulp paper industry growing country like china russia,Neutral
"` Sanoma is a buyer not a target , ' he said .",1,sanoma buyer target said,Neutral
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",1,transaction tikkurila powder coating related operation company said,Neutral
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",1,need malware removal tool type url vendor choice directly browser bar use link website wrote trend micro rik ferguson monday,Neutral
`` It wo n't happen overnight .,1,wo n happen overnight,Neutral
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,1,printed fabric related design expertise always core marimekko business brand,Neutral
`` Serving customers locally is one of the cornerstones of customer focus for us .,1,serving customer locally one cornerstone customer focus u,Neutral
"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",1,become convinced quickly told finnish business reporter,Neutral
`` We know there are some of our own people out there . '',1,know people,Neutral
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",1,lemiste city environment knowledge based economy providing work people total turnover company amounting eek bn said lo p rnits chairman supervisory board lemiste city mainor,Neutral
"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",1,may finnish company lemminkainen oyj hel lem said today construct office building toolonlahti downtown helsinki without disclosing financial detail,Neutral
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,1,november finnish paint coating company tikkurila oyj hel tik v said today finnish state owned investment company solidium oy sold stake company total eur,Neutral
26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,1,january finnish software solution provider basware hel ba v said yesterday adjusted strategy goal next four year focus international growth mainly via acquisition,Neutral
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,1,november finnish sport equipment maker amer sport oyj hel ameas said today obtained eur schuldschein note loan pool international investor,Neutral
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1,january scandinavian lender sampo bank hel samas pohjola bank hel poh svenska handelsbanken sto shb provided eur usd line credit lemminkainen oyj hel lem finnish construction firm said friday,Neutral
55 workers in +àm+Ñl will be affected by the close-down .,0,worker l affected close,Negative
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",1,coker crane supplied tesoro corporation golden eagle refinery martinez california similar crane delivered bp castell refinery spain,Neutral
A few employees would remain at the Oulu plant in support functions for other group units .,1,employee would remain oulu plant support function group unit,Neutral
A huge issue for us is the button placement .,1,huge issue u button placement,Neutral
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,1,merger upm finnish swedish stora enso likely either,Neutral
A paper mill in the central Maine town of Madison soon will have a new owner .,1,paper mill central maine town madison soon new owner,Neutral
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,1,total order value booked fourth quarter remainder booked second quarter,Neutral
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",1,total talvivaara mining company plc new share subscribed period may june company stock option right,Neutral
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",1,total new citycon share nominal value eur per share subscribed april exercising b c option based company stock option plan,Neutral
"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",1,total new citycon share nominal value eur per share subscribed december exercising b c option based company stock option plan,Neutral
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",1,abn amro capital agreed sell helsinki based designer homeware producer iittala oyj crosstown consumer product group fiskars corp eur million eur million million million,Neutral
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",1,according preliminary information finnish forest industry federation import roundwood finland increased million representing increase,Neutral
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,0,finland based stockmann group closed seven franchising sport store nike russia,Negative
"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",1,finnish ac drive manufacturer vacon acquiring ac drive business tb wood part u group altra holding,Neutral
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,1,finnish beverage company olvi one last listed company finland yet published financial result second quarter,Neutral
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,1,finnish department store group stockmann planning acquire eur mn directed issue right offering,Neutral
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",1,finnish kemira group ceo lasse kurkilahti say group structural reorganisation continue least year,Neutral
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,1,finnish power company fortum report electricity generated without carbon dioxide emission,Neutral
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,1,finnish rautaruukki engineering division ruukki engineering organise operation mo rana plant norway,Neutral
Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,1,finnish stainless steel manufacturer outokumpu degefors planning recruit new engineer order meet retirement wave next year,Neutral
"Finnish W+ñrtsil+ñ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",1,finnish w rtsil provides power solution marine energy market opened service centre murmansk russia,Neutral
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",0,finland sampo bank part danske bank group lay staff administrative support function,Negative
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",1,local government commissioner l kurt svensson say contact management finnish company componenta find alternative company decision close plant l,Neutral
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",1,private equity investor capman owner finnish lumene cosmetic company planning list lumene,Neutral
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",0,scanfil system supplier contract manufacturer communication sector give notice productional employee temporarily lay employee company plant sievi finland,Negative
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",0,scanfil system supplier contract manufacturer communication sector start personnel negotiation oulu finland lay staff temporarily,Negative
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",1,swedish engineering consultant firm etteplan establish unit town borl nge turn month march april,Neutral
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",1,finnish investment company sponda conducting negotiation acquire business center dukat palace located center moscow london regional property,Neutral
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",1,according finnish fim bank alpro price would around eur mn mn,Neutral
"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",1,according heikkil refreshment energy soon found soft drink also finland,Neutral
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",1,according hk ruokatalo almost meat used company come finland,Neutral
"According to L+ñnnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",1,according l nnen tehtaat ceo matti karppinen company aim deliver fish product customer day earlier currently,Neutral
"According to Olvi , the company is already negotiating new agreements .",1,according olvi company already negotiating new agreement,Neutral
"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",1,according saarioinen managing director ilkka kel food industry sector significant excess production machinery,Neutral
According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,1,according announcement helsinki stock exchange share sentera shall delisted nm list helsinki stock exchange accordingly,Neutral
Activities range from the development of natural resources to the retailed marketing of finished products .,1,activity range development natural resource retailed marketing finished product,Neutral
"Additionally , information on business segments , competitors and future outlook are provided .",1,additionally information business segment competitor future outlook provided,Neutral
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",0,additionally company terminate maximum nine salaried senior salaried employee employment contract,Negative
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",1,additionally company use solution automate preparation financial statement according ifrs standard,Neutral
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,1,affecto participated program development norwegian pension system since,Neutral
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",1,affecto provide new efi data warehouse reporting solution behavioural scoring system supporting operational decision process data migration old legacy system new efi system,Neutral
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,1,affectogenimap build highly customised solution customer finland baltic country,Neutral
