text,true_label,pred_label
finnish glass technology company glaston oyj abp net profit decreased mln euro mln first nine month mln euro mln period,0,0
key shareholder finnish service provider tietoenator oyj friday rejected hostile eur billion billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa,2,1
solution used upgrading network russian mso different city russia,2,1
company net profit rose year million euro sale million euro year company said earlier,2,2
total scope project square metre valued total around eur,1,1
trend sport leisure market favorable first month year,2,2
telenor three half year contract worth estimated yit chosen telenor elisa principal supplier ict solution norway sweden denmark finland,2,1
madison wi feb prnewswire fiskars announces united state patent trademark office granted trademark registration color orange iconic scissor handle,2,1
last week finnish metal technology group announced plan sell percent technology unit company strategic goal becoming world largest stainless steel maker,2,2
cut bring outdoors birch branch coaster,1,0
vacon supply drive ruselprom power range kw mw,1,1
total eur provided secured senior three year debt syndicate involving pohjola bank hel poh finnish arm nordea bank ab sto nda sampo bank hel samas,1,1
scope project find cost efficient method phosphorous removal deliver storing dosing equipment used continuous operation plant,1,2
finland five largest brand control beer market,1,1
subscription increase cargotec share capital eur,2,2
order also include high power drive control seismic compressor,1,1
medical device russia brand new market analysis give clear overview actual situation future outlook medical device market russia,1,1
invention carry international patent publication,1,1
scanfil issued profit warning april,0,0
economic occupancy rate sponda property portfolio rose,2,2
delivers different user experience enables u widen market address,2,1
exercise originated finland early training method cross country skier,1,1
diluted eps rose eur eur,2,2
helsinki afx retail wholesale group kesko reported net sale mln eur february increase pct year year,2,2
vacon control company via investment fund power fund eur usd,1,1
moderate significant change resulted significant reduction estimated cvd risk,2,2
paychex office serving approximately payroll client nationwide may,1,1
company distributes hiab product well product,1,1
completion acquisition poyry oil gas expertise cover multi discipline engineering consulting service across complete oil gas asset lifecycle including deepwater engineering service,1,1
total value agreement usd company said,1,1
new representation extends comptel global presence total country serving customer country worldwide,2,1
negotiation resulted reduction people regular employment around half covered pension arrangement,0,0
affecto helped skat set platform previously delivered several business intelligence project skat,1,1
gypsii service support ten different language including korean russian,1,1
operating profit net sale six month period increased respectively eur eur compared corresponding period,2,2
fiskars r founded one oldest company world largest manufacturer lightweight stainless steel scissors u,1,1
company said production volume far indicate circuit capable targeted output rate tonne per day million tonne year,1,2
veneer plywood industry sweden quite small despite raw material resource,1,1
reduction notice applied people,0,1
furthermore efficiency improvement measure initiated earlier bearing fruit ceo jan lang said,2,2
value deal disclosed,1,1
kaupthing forecast finnish swedish stora enso close mill reisholz germany,1,0
profit period totalled eur mn eur mn corresponding period,0,0
adp news nov finnish cargo handling system service company cargotec oyj omx cgcbv said today acquired stake italian service company cv technoports srl cv service srl italian handli,2,1
fair value investment property totalled eur mn compared eur mn corresponding period,2,0
addition kone signed two year maintenance contract escalator,2,2
plant scheduled completion late february hand area january two supplier nokia aspocomp group oyj perlos announced plan establish plant within nokia complex together invest r crore,1,1
combination service enabling u offer complex strengthened service chain limited baltic port connection also getting access world wide grimaldi network mediterranean africa north america say uwe bakosch,2,1
total scholarship amount euro recipient chosen recommendation fine art university sport association,1,1
net interest income totaled eur mn compared eur mn year earlier,2,0
alexandria va nov risto kontturi rajamaki finland jari ylinen hyvinkaa finland developed automated transportation system user controlled transport selection,1,1
adpnews jul finland based steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur million usd first half net profit eur,0,0
group turnover eur million operating profit eur million,1,1
company exit contract manufacturing service segment,1,1
vacon office support customer brazil south america,1,1
gunneflo responsible oriola kd pharmaceutical trade business sweden,1,1
sale rose pct mln eur back strong volume favourable currency effect,2,2
corresponds percent okmetic share capital voting right,1,1
finnish food worker union sel plan hasten collective bargaining two day strike would begin april finland,0,0
finnish energy company fortum set new stricter target limit short term carbon dioxide emission heat electricity production,1,1
consolidated pretax profit decreased eur mn eur mn,0,0
profit tax amounted eur mn eur mn year ago,0,2
citigroup inc nyse c announced global transaction service gts business awarded new mandate finland based pohjola bank group,2,1
wireless industry bracing iphone launch june,1,1
nokia said still expects sell million symbian device year come giving indication expects phone handoff work,1,2
pentik inen emphasis internet content medium house provide free forever,1,1
amendment incur additional cost,1,2
wife looking forward getting paycheck quipped recently six knot current swirled around anchored heavily sponsored jet sled,1,2
news corp myspace com web site display submission expanded broadband emmy award part effort identify aspiring video artist,1,1
mr walden mr ignatius responsible also newspaper business result,1,1
every partner allowed buy quantity electricity corresponding share consortium production cost letter intent said,1,2
diluted earnings per share eps rose eur eur,2,2
entire paper mill may set especially new eu member state,1,1
russia raisio food division home market stretch way vladivostok,1,1
operator need learn use one device multiple level application including voice directed operation,1,1
company expects net sale first half reach previous year level,2,2
bridge km long located anasmotet road e new traffic junction marieholm road e,1,2
nokia capcom announced resident evil degeneration released n gage later year,1,1
time delighted fact able accomplish organization team member,2,2
launch new g handset nokia aim become winner china g market g market,2,1
chf great product,2,1
eps continuing operation came eur,2,2
earnings per share eps first quarter amounted loss eur,1,0
january finnish flag carrier finnair oyj hel fia said today sealed nine year sale leaseback agreement newest airbus aircraft syndication japanese operating lease market,2,2
company expects net sale significantly increase,2,2
sale clothing developed best,2,1
ruukki signed contract norwegian company veidekke entreprenor,2,2
net loss period euro million,1,2
company aim maintain trend profitability current year,2,2
operating profit month period decreased eur net sale increased eur compared,1,0
previously company estimated operating profit reach level,2,2
acquisition kaupthing sverige bring significant positive non recurring addition group performance,2,2
beginning subscription period may share subscription price b option right eur per share,1,1
announcement come two week key licensing agreement expires two company embroiled disagreement royalty payment texas instrument chip use qualcomm patented technology,0,1
swedish engineering consultant firm etteplan establish unit town borl nge turn month march april,1,2
finnish dental care group oral hammaslaakarit oyj posted total net profit euro mln first nine month versus net loss euro period,2,0
layoff finland,0,1
already good position technical building service market ostrobothnia,1,2
order includes ship crane delivered container feeder built wenchong shipyard china,1,1
net sale grew period x ac million u million x ac million,2,1
wood lacquered clock come stripy hand crocheted cover,1,1
sale finland rose international growth,2,2
export good fell import,0,0
authorisation force end next annual general meeting repeal authorisation acquire share given general meeting held april,1,1
third quarter net sale increased year year eur comparable currency rate growth,2,2
addus service include personal care assistance activity daily living skilled nursing rehabilitative therapy adult day care,1,1
january finnish consultancy trainer house oyj hel trh v said last friday resolved issue eur hybrid bond domestic investor bid strengthen capital structure,2,1
talvik say relocation application program server continue hp server approved hp supplying tailor made solution elisa,1,1
earnings comparative period included capital gain eur mn sale omx share,1,2
company disclose price acquisition,1,1
bristol port company sealed one million pound contract cooper specialised handling supply four tonne customised reach stacker konecranes,2,2
objective planned measure achieve significant saving next year,2,2
operating loss totalled eur mn profit eur mn,0,0
term take agreement talvivaara cameco provide front investment maximum million cover construction cost uranium extraction circuit,2,2
new apartment block going close city center explained chairman board yit ehitus priit sauk,1,2
operating income eur mn including eur mn restructuring expense,1,2
marimekko today november signed license agreement swedish chain whereby marimekko license popular pattern h,2,2
company reiterates outlook,1,1
service intended allow people thirteen mediterranean country reach baltic rapidly single carrier,2,1
net sale fell previous accounting period,0,1
change built model design communicated subcontractor accommodate steel grc fabrication process,1,1
finnish office supply computer accessory dealer beltton group plc said net profit rose mln euro mln mln euro mln,2,2
finnlines six ship construction china delivery scheduled first quarter final quarter,1,1
finnish benefon denies claim made press company giving mobile handset business,1,1
separately yit corporation austrian firm e ag last week signed agreement sale e building system service business germany austria poland czech republic hungary romania eur mln,2,2
cohen steer inc share representing share capital voting right,1,1
rival say qualcomm fewer patent g phone earlier version lower rate,0,0
company disclose detail including anticipated transaction timetable name new investor within one week,1,1
finnish construction company yit reducing number start ups market financed residential unit previously announced,0,1
subscription period amer sport warrant scheme end december,1,1
swedbank share hardest hit swedish bank ongoing international financial crisis,0,1
metso estimate need personnel reduction amount people,0,0
adp news feb finnish computer service company proha oyj hel art v said today net loss narrowed eur usd eur million,2,2
westend ict plc new share increase share capital eur based resolution extraordinary shareholder meeting december today registered trade register,1,1
kesko food ltd press release kesko food ltd launching major tv campaign recruit many one hundred new k food retailer,2,1
term condition stock option scheme available group website,1,1
related link flexiblebaseloadoperation thewartsila generating set gasconversions shorter two version press release,1,1
customer local company etera mutual pension insurance co principal tenant unit medium company alma medium corp hel aln v,1,1
yit say acquisition part strategy expansion central eastern european market,2,2
adp news nov finnish retail software developer aldata solution oyj omx ald v said today swung net profit eur million usd first nine month versus net loss eu,2,0
net sale rose year year eur number charger delivered went million piece,2,2
operating profit improved eur mn eur mn,2,2
store march finnish stationery gift retailer tiimari hel tii v said yesterday cut total job unit tiimari retail ltd gallerix finland ltd result closure shop,0,0
square metre technology center located near university tampere central tampere,1,1
sale finland decreased january sale outside finland dropped,0,0
finnish real estate investment company interavanti oyj said monday september agreed sell ownership finnish ticket service company lippupiste oy ct eventim ag managing director lippupiste oy,1,1
transaction support huhtamaki strategic review rigid plastic consumer good operation say huhtam ki oyj ceo jukka moisio,1,2
finnish food industry company l nnen tehtaat planning change fish product business,1,1
employee negotiation address measure needed adjust operation present production situation,1,1
copper lead nickel also dropped hbos hbos plummeted penny saying year,0,0
party also agreed l nnen tehtaat right sell remaining share suomen rehu hankkija maatalous month purchase majority holding earliest,1,1
permanent magnet generator power converter today preferred solution new wind turbine design company said,1,1
growth strongest f secure operator isps mobile operator cable operator business,2,2
device also contains finnair application compiling customer feed back idea product development,1,1
august sampo stake nordea,1,1
adp news jan finnish industrial machinery company vaahto group ltd oyj hel wat said today subsidiary vaahto ltd would cut job finland,0,0
cramo plc service company specialising construction machinery equipment rental rental related service well rental sale modular space,1,1
production facility july finnish investment group neomarkka oyj hel nembv said today buy former production facility kuitu finland ltd part negotiation option invest specialty cellulose fiber business,1,1
sale local currency decreased percent number subscriber rose million total million end fourth quarter company said,1,0
currently global fortune company using ssh security solution,1,1
nordic infrastructure construction one strategic growth area,1,2
profit tax totaled eur mn,1,1
alone,1,1
flex small price pay happy lender,1,1
group business balanced broad portfolio sport presence major market,1,2
project x mw coal fired power plant located km south hanoi company said,1,1
tower engineer created degree westward lean four time inclination leaning tower pisa using diagrid structure aligned geometrically using tekla structure bim building information modeling software,1,1
company delivered technical infrastructure used nav data warehouse business intelligence initiative,1,1
sale price sale gain mln euro mln recognized incap earnings,2,2
next year ict sector share electricity consumption raised increase popularity smartphones,1,2
segment annual revenue approximately eur company said,1,1
result share issue number company share increase share share capital total eur,1,1
ruukki restructuring commercial industrial construction operation pursuit permanent improvement whilst adjusting operation market condition,1,2
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation asset summary report essential source company data information,1,1
finnish consumer prefer buy cheapest beer brand,1,2
bring new committed leadership business strategic know company buy,1,2
outotec oyj press release february outotec two large mineral processing technology order mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria,2,2
cut frequency new york last year explains fall said,0,0
g engineering install valve liquefied natural gas lng plant built uae lng extraction gas plant operator gasco ruwais uae,1,1
capman made initial investment onemed june,1,1
total restructuring cost expected eur mn eur mn booked december,1,2
finnish food company raisio oyj hel raivv said today buy british snack confectionery company big bear group plc enterprise value eur million usd,2,1
august latvijas finieris ordered production line new green veneer mill built ukmerge lithuania,1,1
april june scanfil net sale totalled eur mn operating profit eur mn,1,1
say number deal become normalized moment therefore decided devalue apartment sale added,0,1
swedish wallenberg family controlled investor bought large stake c share swedish retail bank seb,1,1
uncertainty cloud long term outlook,0,2
pharmaceutical market czech republic global research data service published recently market analysis pharmaceutical market czech republic,1,1
company design manufacture high quality clothing interior decoration textile bag accessory,1,1
finnish swedish tietoenator expanding business quickly russia,2,2
investment would eur,1,1
g allows customer use mobile broadband service speed ten time higher today g,2,2
omx helsinki index pct turnover mln eur,0,1
product portfolio comprises harvester forwarders harvester head well crane loader,1,1
retail chain launched correspond profit sale forecast company,1,1
dividend come top eur share k share already paid last year account,1,1
address also happens house italian megamart eataly meaning come kid going toy building,1,1
liora got brand new bag,1,1
nokia provide indosat turnkey service including civil work network planning implementation integration wcdma g hspa network,1,1
acquisition price disclosed,1,1
headquartered city company nearly year old focus science based innovation technology environmental measurement,1,1
transaction herttaassa holding alma medium fallen flagging limit,1,1
operating profit asian plant grew markedly,2,2
finland based company say move existing square foot facility september,1,1
group turnover full fiscal year expected show slight increase previous fiscal year,2,2
company aim close deal end year,1,2
protalix closed friday american stock exchange giving market cap million,1,1
share subscribed eligible trade following day registration,1,1
earnings per share eps amounted loss eur,0,0
bertrand sciard vice chairman board director aldata solution since april,1,1
p eastern time block contract changed hand bid price,1,1
finnish metal component supplier componenta oyj said net profit went mln euro mln mln euro mln,2,2
srv lowered net sale estimate whole due uncertainty housing sale,0,2
indigo somoncom serve subscriber market share approximately may,1,1
pension insurance company required diversify put much one asset class,1,1
july september konecranes sale decreased eur mn eur mn july september,0,0
agreement includes entire process managing mercator supply chain region company currently present,1,1
technology park built near st petersburg based pulkovo airport,1,1
report capman plc ceo heikki westerlund,1,1
purchase mp snapper nothing else,1,1
homeware area fiskars provides leading branded product home kitchen interior design,2,1
takoma carry transaction acquiring entire share capital moventas parkano oy run factory parkano southern finland,1,1
expects revenue billion billion compared analyst estimate billion,1,2
contract signed yesterday run five year includes two year extension option,1,1
reason st petersburg status capital one participant meeting quoted chikunov saying,1,1
earn payment mln euro mln also paid depending intellibis financial performance,1,1
clothing retail chain sepp l sale increased eur mn operating profit rose eur mn eur mn,2,2
offer client integrated management consulting total solution complex project efficient best class design supervision,1,1
earnings per share quarter also higher year year eur versus market expectation eur,2,2
super nasty said eric schultze chief technology officer shavlik technology llc st paul minn based maker patch management tool,0,2
ev device involved action,1,1
profit period increased eur mn eur mn,2,2
sukhraj dulai block boni sue court cul de sac city north side started vehicle went inside house tuesday leaving garage door open,1,2
group net sale third quarter totaled eur mn operating profit eur mn,1,1
solvay engaged poyry provide project management engineering procurement site service hydrogen peroxide production plant built solvay basf joint venture basf zandvliet site belgium,1,1
move triggered weak demand forestry equipment uncertain market situation,0,0
later finnish made house build area,1,1
renzo piano building design wonderful addition london skyline say noud veeger evp area director central north europe kone,2,1
tvo two unit mw olkiluoto plant generated twh operating ratio across reactor company described high international standard,1,1
use natural fiber make clothes comfortable allow skin breathe eco friendly,2,1
however net sale declined eur million eur billion,0,0
yesterday legrand issued e million fixed rate deal maturing,1,1
finnish paper maker upm kymmene corp monday announced sale wrapping unit walki wisa capman investment group move concentrate core business,1,1
adp news sep finnish security privacy software solution developer stonesoft oyj said today usd million eur order deliver stonegate network security product unnamed russian te,2,2
repurchase bond executed open market accordance section f term condition convertible bond,1,1
deal significant effect acquiring company equity ratio,1,1
via plant belgian company feed mw electricity distribution grid able deliver mw heat,1,1
january finnish technology center operator technopolis oyj hel tps v said today invest eur construction second phase office facility tampere,1,1
alma medium operating profit amounted eur mn eur mn year earlier,0,0
acquisition part suomen helasto strategy expand lukkoexpert security chain suomen helasto ceo kimmo uusimaki said,1,2
agreement direct result lcc strategy plan announced earlier year said dean douglas lcc chief executive officer,1,0
decided auditor reimbursed according invoice,1,1
result transaction aggregate holding burrill life science capital fund l p decreased per cent total number share vote company,0,0
implementation upgrade existing system enabling voicemail video mail housed platform,1,1
focus improving profitability next year streamlining operation,2,2
low energy consumption flexible loading advantage chf pro,1,1
implementation deal subject approval finnish competition authority,1,1
september finnish group agreed buy danish company rose poultry eur combination cash stock,2,2
exercise price option based safran software solution license maintenance sale well result company,1,1
finnish industrial group ruukki group brought counter action finnish metal company rautaruukki dispute concerning name company,0,2
release offer security sale united state elsewhere,1,1
etteplan reported turnover eur,1,1
country finland sector construction real estate target pohjolan design talo oy buyer capman oyj vendor ruukki group oyj deal size usd type divestment status agreed,1,1
group reiterated forecast handset manufacturer sell around mln unit year globally,1,1
initial estimated total value contract euro excluding vat,1,1
additionally information business segment competitor future outlook provided,1,1
ore body sufficient support anticipated production least year,1,2
change envisaged hk ruokatalo would reduce number industrial place business finland eight six,1,1
autumn plan expand service st petersburg moscow launch service yekaterinburg russia flying three time week,2,2
also lemmink inen profit accounting period went eur mn eur mn year ago,2,0
finnair tallinn based subsidiary aero carried passenger decline route helsinki baltic capital within southern finland,0,0
finnish bank land report operating profit eur mn first quarter eur mn corresponding period,0,0
operating loss totaled eur mn compared profit eur mn corresponding period,0,0
finnish fiber plastic product maker suominen corporation said net loss continuing operation narrowed mln euro mln mln euro mln,2,2
result company temporarily lay whole personnel approximately person kirkkonummi nivala factory,0,0
potential client include public administration organization investing utility network service,1,1
schwalm outotec com eila paatela vice president corporate communication tel mobile e mail eila,1,1
dividend go grimaldi family,1,1
split number k share number share,1,1
company advantage pricing seen significantly lower price offered new unmanned station,2,1
export grew percent million liter,2,2
p kept sell rating nordea ubs reaffirmed buy recommendation,1,2
adjustment concern staff specialty paper fiber composite segment,1,1
efficiency program totalling million euro way finnair,2,1
cdp established initiative institutional investor however annually published result also interest increasing number customer interest group reporting company,1,1
omx helsinki ended pct lower omx helsinki pct bln eur turnover,0,0
group ebit first half eur u falling short eur posted period,0,0
local government commissioner l kurt svensson say contact management finnish company componenta find alternative company decision close plant l,1,2
agreement expired earlier month,1,2
net profit mln compared mln,2,0
suomen paikallissanomat oy part alma medium group currently publishes local newspaper across finland,1,1
time sale development russia boosted opening stockmann nevsky centre st petersburg,2,1
equipment expand container handling capacity namibia main port walvis bay west coast,2,2
fortum considering taking part nuclear energy project outside finland,1,1
lithuanian beer market made million liter january rise percent year earlier figure lithuanian brewer association reporting citing result member,2,2
alexandria va jan united state patent issued jan assigned kemira chemical inc marietta ga,1,1
according company staff laid temporarily necessary,0,0
share purchase completed financing also provided expand latvia broadband infrastructure develop new area business including acquisition company,2,1
process technology project management basic engineering quality assurance within forest industry consolidated vantaa southern finland,1,1
joint venture invest eur production technology straight away,1,1
social plan negotiation part three year turn around program expected ensure salomon future competitiveness,2,2
building condominium built stage,1,1
acquisition expected improve access chrome ore resource turkey,2,1
board director also proposed dividend eur per outstanding share paid,1,1
job transferred finland however,2,1
adp news feb finnish fishing tackle company rapala vmc corp hel rap v said today net profit rose eur million usd eur million,2,2
known post bank concept would see fidelity bank rolling office ghana post premise provide financial service people,2,1
acquisition financed billion debt arranged goldman sachs co,1,1
thereby company expand offering north central south america,2,2
operating profit net sale three month period increased respectively eur eur compared corresponding period,2,2
rautakesko business operation norway russia acquired july included figure comparable period impacting sale growth starting august,1,2
finnish financial software developer basware oyj said today provide invoice automation ia solution unnamed major retail company usa deal worth eur,2,2
teleste office worldwide listed nordic exchange helsinki,1,1
earnings per share eur,1,2
price gmo soy lower non gmo,1,0
resident access block planned aleksandri street,1,1
company operates business two reportable segment including banking investment service non life insurance,1,1
however increase signaling traffic waste network resource allows fewer smartphones connect,0,2
ahlstrom corporation stock exchange release ahlstrom global leader high performance fiber based material today announced completion acquisition friend group inc consists west carrollton parchment company west carrollton converting company,1,1
winner included honda odyssey minivan nissan armada large suv,1,1
operating profit fell eur mn eur mn including vessel sale gain eur mn,0,0
company also said sell approximately hectare land city valkeakoski end year part job job program,1,0
hobby hall sale decrease pct due implementing new information system involved changing principal posting sale,0,1
efore decided establish company eletric vehicle ev business china,1,1
diluted loss per share stood eur versus eur,2,2
ruukki forecast annual sale growth positive pretax result,2,2
contract value amount eur million,1,1
would premature talk date volume investment procedure said,1,1
yit kausta build commercial residential highrises virsuliskes area,1,1
proving good cellphone design truly work art website nokia provides colorful canvas expression mobile inspired sentiment,2,1
juha haapakoski continue editor chief budget responsibility also new publisher,1,1
new share provide shareholder full shareholder right,1,1
cramo manager jarmo laasanen said hiring equipment machinery lithuania differs baltic country lithuania still many public structure road bridge airport shop built,1,1
vacon aim establish presence solar energy business various part world towards end said olli teva marketing director renewable energy application,1,2
replay available october following number u caller non u caller access code,1,1
tecnomen solution used prepaid post paid billing charging rating voice video call data traffic kind content service mobile fixed network,1,1
altimo teliasonera said yesterday usmanov would welcome join new company,2,1
valmet automotive report net sale eur mn operating profit eur mn,1,1
earnings per share january june eur increase year year eur,2,2
last year lemminkainen completed kouvola k supermarket contract,2,1
company expects open first online shop u summer,1,1
lay offs implemented using part time employment contract,1,0
dialing participant quote conference id,1,1
salo finland august benefon today announced plan strengthen house technology platform licensing complete mobile software platform opna long standing technology partner pollex,2,2
chief financial officer jim heindlmeyer said beyond oblivion advanced talk four major recording company service,1,1
based strong customer interest feedback using rpm mobile phone manufacturer operator enterprise developer forum significantly increase product service quality user experience cost efficiency tulonen continues,2,2
situation coated magazine printing paper continue weak,0,0
coker crane supplied tesoro corporation golden eagle refinery martinez california similar crane delivered bp castell refinery spain,1,1
capman asset manager eur bn worth asset management nordic region,1,1
eps quarter came eur eur year ago ahead forecast eur,2,2
first nine month company net loss narrowed eur eur million corresponding period,2,2
company also said poland profitability program launched oborniki steel frame sandwich panel plant,2,1
south america asia promising market,1,2
nordea moving new headquarters signifies beginning new era,2,1
teliasonera underlying result however included mln skr positive one offs hence adjusted underlying ebitda actually amount bln skr clearly expectation analyst said,0,2
previously concluded adaptation measure concerning personnel adequate time raute said,2,2
subscribe magazine,1,1
operating profit fourth quarter went eur eur corresponding period included cost growth project,0,2
majority company personnel finland temporarily laid one six week period february june period,0,0
company said estimate make slight profit thanks cost cutting measure,2,2
marimekko make sort colorful little impulse buy umbrella baby bib change purse sale better take advantage shopper ca n commit furniture want piece action,1,1
welcome,1,1
kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sale percent million euro vat inclusive,2,2
name yet released,1,1
jawad williams scored point impressive debut jerusalem jason rich adding yuval naimi chipping point hapoel visit yellow blue next week,2,1
tectia corporation hel tec v provider real time security solution today announced appointed lan lan provider service uk distribute data security manage file transfer software,2,1
finnish outokumpu technology awarded several new grinding technology contract,2,2
company negotiated amendment financial covenant present credit agreement regard situation september,1,1
decision made whether group agrees import estonian meat meat product finland paper added,1,1
huhtamaki market biggest faller pct lower eur omx helsinki pct higher omx helsinki pct,0,0
resting comfortably looking forward getting back work,1,1
group operating loss eur mn profit eur mn,0,0
companiesandmarkets com provides wide range research report industry statistic competitive intelligence industrial sector,1,1
finnish electrical component maker salcomp oyj hel sal v announced today launch latest twist charger platform,1,1
company design manufacture market high quality clothing interior decoration textile bag accessory,1,1
point spread also iran iraq,1,1
neste oil responded challenge posed european union target biofuels accounting traffic fuel usage eu developing nexbtl technology producing diesel fuel renewables federation said,2,2
operating profit turnover six month period increased respectively eur eur compared corresponding period,2,2
however company saw net profit third quarter eur eur corresponding period,0,0
december finnish german telecom equipment maker nokia siemens network said today contract upgrade radio network home based telecommunication company elisa oyj hel eli v,2,2
agreement valid four year,1,2
layoff also take place suomussalmi kuhmo plant autumn result codetermination negotiation held,0,0
second quarter group net profit rose eur million eur million april june,2,2
operating profit operation finland period review totaled eur mn remaining level,1,1
among industrial stock metso added pct eur wartsila b pct eur rautaruukki k pct lower eur,1,0
finnish sampo bank danish danske bank group report profit tax eur mn eur mn,2,0
operating loss totalled eur mn compared profit eur mn second quarter,0,0
marimekko group net sale eur thousand eur thousand operating profit eur thousand eur thousand,1,1
panostaja oyj board also decided organisational meeting held upon completion agm implement agm decision concerning board member fee paid share way share transferred quarterly basis date following publication quarterly annual report,1,1
reward paid basis earning period correspond value maximum total componenta corporation share including also proportion paid cash,1,1
joint venture planning quick timetable negotiating lease potential wind farm area charting feasibility wind farm,1,1
efore result last quarter showed even faster improvement company managed better source component,2,2
kyroskoski investment completed late nekoski investment spring,1,1
latin america currently account approximately sale tecnotree company president ceo eero mertano recently told bnamericas,1,1
objective yield significant part turnover russia couple year say solteq managing director hannu ahola,1,2
effect may remain short lived however,1,1
test part larger campaign includes various customer trial demonstration make lte mhz commercially viable summer nokia siemens head lte business line reino tammela said,1,1
excited working maxi first commercial deployment master maya said joe doering head asia south region nokia siemens network,2,2
january finnish medium company alma medium corporation hel aln v said today online recruitment service monster oy partner local newspaper publisher suomen lehtiyhtyma listing job advertisement,1,1
august glaston north asian sale service region upgraded new market area north asia,1,2
topped consensus forecast earnings euro share,2,1
operating loss landed eur including one offs eur excluding one offs,1,0
finnish forestry company upm kymmene waste management company lassila tikanoja said jan planning produce ethanol energy commercial industrial waste,1,2
see market continues tight magazine paper target close deal end year,0,2
according ringman finnish paper company acquired know capacity paper recycling turned successful strategy,2,1
business sector building construction infrastructure construction technical building service,1,1
ragutis controlled finnish brewery reported per cent rise beer sale million litre held per cent market share,2,1
fair value investment property totaled eur mn eur mn,2,1
tikkurila inspires color life,1,1
finnish logistics information solution provider done solution corporation omx helsinki dso v reported wednesday october operating profit eur net sale eur period january september,1,1
finnish daily kauppalehti surmise finnish supplier rautaruukki raised price aker comfort zone,0,2
positive company recruited harri koponen ceo according affarsvarlden,1,2
third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya zinc lead project kazakhstan,2,2
administrator indicated need job cut irish insurer next month,0,0
effect saving noticeable beginning,2,1
olvi expects sale market share increase first quarter,2,2
operating profit fell eur mn eur mn,0,0
philip available comment report,1,1
featuring user interface gram model also come inch quarter vga display megabyte internal memory expandable micro secure digital slot,1,1
product delivery interrupted refiner said giving financial detail,1,1
financial term n disclosed,1,1
furthermore fully electrically driven crane environmentally friendly,2,1
order intake grew year year year year respectively eur million eur billion respective january september july september period,2,2
kemira headquartered helsinki finland international chemical group comprising business area kemira pulp paper kemira water kemira specialty kemira coating,1,1
company hoped new plant would stream end,1,1
operating profit totalled eur mn eur mn first quarter,0,0
basware invoice processing basware contract matching basware order matching basware kpi reporting tool part basware enterprise purchase pay product suite,1,1
basware einvoices oy merged parent company present fiscal period,1,1
within framework partnership nokia siemens network signed initial framework purchase agreement sitronics subsidiary jsc mikron largest manufacturer exporter microelectronic component russia,2,2
company sq office commercial building substantial amount building right new shopping center liljeholmen stockholm,1,1
pc application allows user copy file data nokia mobile device computer well create backup content,1,1
corporate update c communication ltd finnish technology group teleste corporation omx helsinki tlt v reported wednesday february operating profit eur net sale eur year,1,1
new share entitle holder dividend fiscal,1,1
maximum amount capital loan eur minimum subscription eur,1,1
group consolidated net sale totaled billion euro employ approximately person,1,1
conference call participate via conference call please dial minute beginning event europe usa,1,1
inventor ridge justin bao yiliang karczewicz marta,1,1
pharmaceutical group orion corp reported fall third quarter earnings hit larger expenditure r marketing,0,1
tietoenator pct extending recent low last week second quarter report dealer said,0,0
memorandum understanding mou party collaborate preparing implementing joint project field combined power heat generation environmental protection energy efficient technology,2,1
trade accordance agreement announced march,1,1
brazilian unit finnish security solution provider f secure signed new client last year online news source reseller web quoted division commercial director vladimir brand saying,2,1
okmetic product based high tech expertise generates added value customer innovative product development extremely efficient production process,2,1
assignment strengthens poyry position international provider engineering project service chemical process industry,2,2
release company said vocollect customer north america take advantage voice directed warehousing solution increase warehouse efficiency productivity gain discounted price,2,2
net sale decreased eur mn eur mn corresponding period,0,0
said losing five family month economy many make alternative arrangement save money,0,2
office worldwide pct net sale generated outside finland,1,1
finnish consultancy satama interactive oyj said november jarmo lonnfors took position ceo,1,2
combined foreign investment creates interesting opportunity solteq,2,1
ebit excluding non recurring item totalled eur mn eur mn,2,0
group result tax loss eur million,1,0
finnair said cancellation flight would cause daily loss x ac million u million,0,0
annual report sent automatically shareholder holding least sampo plc share,1,1
operating profit eur mn compared loss eur mn corresponding period,2,2
however two previously ordered set start producing electricity end october said,1,1
also mention improvement service follows recent expansion finnlines service bilbao via antwerp helsinki hull via helsinki st petersburg,2,1
group also strong global position fishing category,2,1
march leakage gypsum pond detected today talvivaara mine,0,1
russian official inspected damage gave vessel permission continue tallinn around norwegian registered sten nordic carrying ton gas oil manned filipino crew,1,1
broad based wig index ended thursday session pct pt blue chip wig pt,1,1
huhtamaki rigid plastic consumer good operation mainly europe separated new reporting segment january,1,1
diluted earnings per share eps rose eur eur,2,2
shipyard hope regional government andalusia offer form financial support,1,1
airline share price closed slightly x ac u helsinki,0,1
affecto expects net sale whole increase level reached eur million,2,2
company earlier said considering different strategic option struggling low cost mobile operator including divestment holding,1,2
agricultural newspaper maaseudun tulevaisuus reader representing decrease,0,0
company pledged new software would render e mail document much appear desktop computer,1,1
